G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1247.0","main.cluster index_upperinput":"1247.0"}	This Node is a Singleton	N/A	N/A	N/A	13.2000	13.2000	0	N/A	N/A	0	0	1247	-1	0	1211.2280	0	1211.2280	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1248.0","main.cluster index_upperinput":"1248.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	19.6000	19.6000	0	N/A	N/A	0	0	1248	1	0	-868.2310	-1	870.2310	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1249.0","main.cluster index_upperinput":"1249.0"}	This Node is a Singleton	N/A	N/A	N/A	23.2000	23.2000	0	N/A	N/A	0	0	1249	-1	0	1172.0500	0	1172.0500	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1250.0","main.cluster index_upperinput":"1250.0"}	This Node is a Singleton	N/A	N/A	N/A	17.7000	17.7000	0	N/A	N/A	0	0	1250	-1	0	837.3770	0	837.3770	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1252.0","main.cluster index_upperinput":"1252.0"}	This Node is a Singleton	N/A	N/A	N/A	20.6000	20.6000	0	N/A	N/A	0	0	1252	-1	0	427.1410	0	427.1410	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1253.0","main.cluster index_upperinput":"1253.0"}	This Node is a Singleton	N/A	N/A	N/A	5.7000	5.7000	0	N/A	N/A	0	0	1253	-1	0	-759.1340	-1	761.1340	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1254.0","main.cluster index_upperinput":"1254.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=38&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	21.8000	21.8000	0	N/A	N/A	0	0	1254	38	0	-1844.8290	-1	1846.8290	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1255.0","main.cluster index_upperinput":"1255.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	21.6000	21.6000	0	N/A	N/A	0	0	1255	7	0	-907.4040	-1	909.4040	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1256.0","main.cluster index_upperinput":"1256.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	18.1000	18.1000	0	N/A	N/A	0	0	1256	15	0	-961.9380	-1	963.9380	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1257.0","main.cluster index_upperinput":"1257.0"}	This Node is a Singleton	N/A	N/A	N/A	25.6000	25.6000	0	N/A	N/A	0	0	1257	-1	0	1587.7510	0	1587.7510	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1258.0","main.cluster index_upperinput":"1258.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=638&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	8.3000	8.3000	0	N/A	N/A	0	0	1258	638	0	-179.0110	-1	181.0110	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1262.0","main.cluster index_upperinput":"1262.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	12.5000	12.5000	0	N/A	N/A	0	0	1262	27	0	-287.0690	-1	289.0690	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1264.0","main.cluster index_upperinput":"1264.0"}	This Node is a Singleton	N/A	N/A	N/A	22.0000	22.0000	0	N/A	N/A	0	0	1264	-1	0	1096.5120	0	1096.5120	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1266.0","main.cluster index_upperinput":"1266.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	20.1000	20.1000	0	N/A	N/A	0	0	1266	15	0	-1054.4810	-1	1056.4810	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1267.0","main.cluster index_upperinput":"1267.0"}	This Node is a Singleton	N/A	N/A	N/A	20.4000	20.4000	0	N/A	N/A	0	0	1267	-1	0	-1726.7690	-1	1728.7690	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1268.0","main.cluster index_upperinput":"1268.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	11.0000	11.0000	0	N/A	N/A	0	0	1268	11	0	-798.1010	-1	800.1010	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1269.0","main.cluster index_upperinput":"1269.0"}	This Node is a Singleton	N/A	N/A	N/A	24.1000	24.1000	0	N/A	N/A	0	0	1269	-1	0	1313.6000	0	1313.6000	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1270.0","main.cluster index_upperinput":"1270.0"}	This Node is a Singleton	N/A	N/A	N/A	26.2000	26.2000	0	N/A	N/A	0	0	1270	-1	0	-997.4610	-1	999.4610	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1272.0","main.cluster index_upperinput":"1272.0"}	This Node is a Singleton	N/A	N/A	N/A	15.7000	15.7000	0	N/A	N/A	0	0	1272	-1	0	1496.7170	0	1496.7170	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1273.0","main.cluster index_upperinput":"1273.0"}	This Node is a Singleton	N/A	N/A	N/A	13.7000	13.7000	0	N/A	N/A	0	0	1273	-1	0	-475.1010	-1	477.1010	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1274.0","main.cluster index_upperinput":"1274.0"}	This Node is a Singleton	N/A	N/A	N/A	29.1000	29.1000	0	N/A	N/A	0	0	1274	-1	0	677.3660	0	677.3660	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1275.0","main.cluster index_upperinput":"1275.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=41&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	InChI=1S/C25H49O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)35-16-18(26)17-36-38(33,34)37-25-23(31)21(29)20(28)22(30)24(25)32/h18,20-26,28-32H,2-17H2,1H3,(H,33,34)/t18-,20?,21-,22+,23-,24-,25?/m1/s1	Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol) from NIST14	0.866251	31.2000	31.2000	0	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)O	CCMSLIB00003136330	0	0	1275	41	0	-569.2870	-1	571.2870	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1276.0","main.cluster index_upperinput":"1276.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	20.9000	20.9000	0	N/A	N/A	0	0	1276	9	0	-1816.8310	-1	1818.8310	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1277.0","main.cluster index_upperinput":"1277.0"}	This Node is a Singleton	N/A	N/A	N/A	24.8000	24.8000	0	N/A	N/A	0	0	1277	-1	0	1410.1710	0	1410.1710	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1278.0","main.cluster index_upperinput":"1278.0"}	This Node is a Singleton	N/A	N/A	N/A	23.2000	23.2000	0	N/A	N/A	0	0	1278	-1	0	821.4880	0	821.4880	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1279.0","main.cluster index_upperinput":"1279.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=429&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	9.4000	9.4000	0	N/A	N/A	0	0	1279	429	0	-869.2180	-1	871.2180	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1280.0","main.cluster index_upperinput":"1280.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=38&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	21.3000	21.3000	0	N/A	N/A	0	0	1280	38	0	-1890.8320	-1	1892.8320	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1281.0","main.cluster index_upperinput":"1281.0"}	This Node is a Singleton	N/A	N/A	N/A	25.2000	25.2000	0	N/A	N/A	0	0	1281	-1	0	1350.1380	0	1350.1380	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1282.0","main.cluster index_upperinput":"1282.0"}	This Node is a Singleton	N/A	N/A	N/A	20.7000	20.7000	0	N/A	N/A	0	0	1282	-1	0	997.5160	0	997.5160	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1283.0","main.cluster index_upperinput":"1283.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	17.3000	17.3000	0	N/A	N/A	0	0	1283	1	0	-1253.8320	-1	1255.8320	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1284.0","main.cluster index_upperinput":"1284.0"}	This Node is a Singleton	N/A	N/A	N/A	24.0000	24.0000	0	N/A	N/A	0	0	1284	-1	0	1854.8380	0	1854.8380	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1285.0","main.cluster index_upperinput":"1285.0"}	This Node is a Singleton	N/A	N/A	N/A	25.3000	25.3000	0	N/A	N/A	0	0	1285	-1	0	1557.7320	0	1557.7320	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1288.0","main.cluster index_upperinput":"1288.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=576&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	11.5000	11.5000	0	N/A	N/A	0	0	1288	576	0	-469.0890	-1	471.0890	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1290.0","main.cluster index_upperinput":"1290.0"}	This Node is a Singleton	N/A	N/A	N/A	18.1000	18.1000	0	N/A	N/A	0	0	1290	-1	0	1899.8780	0	1899.8780	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1292.0","main.cluster index_upperinput":"1292.0"}	This Node is a Singleton	N/A	N/A	N/A	7.1000	7.1000	0	N/A	N/A	0	0	1292	-1	0	641.0770	0	641.0770	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1294.0","main.cluster index_upperinput":"1294.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=376&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	21.7000	21.7000	0	N/A	N/A	0	0	1294	376	0	-1642.7810	-1	1644.7810	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1297.0","main.cluster index_upperinput":"1297.0"}	This Node is a Singleton	N/A	N/A	N/A	23.8000	23.8000	0	N/A	N/A	0	0	1297	-1	0	1200.0570	0	1200.0570	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1298.0","main.cluster index_upperinput":"1298.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	17.2000	17.2000	0	N/A	N/A	0	0	1298	7	0	-519.2020	-1	521.2020	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1299.0","main.cluster index_upperinput":"1299.0"}	This Node is a Singleton	N/A	N/A	N/A	14.8000	14.8000	0	N/A	N/A	0	0	1299	-1	0	1009.4290	0	1009.4290	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1301.0","main.cluster index_upperinput":"1301.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	14.3000	14.3000	0	N/A	N/A	0	0	1301	80	0	-815.2110	-1	817.2110	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1302.0","main.cluster index_upperinput":"1302.0"}	This Node is a Singleton	N/A	N/A	N/A	23.4000	23.4000	0	N/A	N/A	0	0	1302	-1	0	1254.5920	0	1254.5920	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1303.0","main.cluster index_upperinput":"1303.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	12.6000	12.6000	0	N/A	N/A	0	0	1303	55	0	-935.1810	-1	937.1810	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1304.0","main.cluster index_upperinput":"1304.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	15.7000	15.7000	0	N/A	N/A	0	0	1304	2	0	-1191.5910	-1	1193.5910	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1305.0","main.cluster index_upperinput":"1305.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=161&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	9.9000	9.9000	0	N/A	N/A	0	0	1305	161	0	-517.0760	-1	519.0760	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1306.0","main.cluster index_upperinput":"1306.0"}	This Node is a Singleton	N/A	N/A	N/A	21.4000	21.4000	0	N/A	N/A	0	0	1306	-1	0	-1805.8280	-1	1807.8280	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1307.0","main.cluster index_upperinput":"1307.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	16.6000	16.6000	0	N/A	N/A	0	0	1307	4	0	-625.1720	-1	627.1720	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1308.0","main.cluster index_upperinput":"1308.0"}	This Node is a Singleton	N/A	N/A	N/A	24.6000	24.6000	0	N/A	N/A	0	0	1308	-1	0	1357.6300	0	1357.6300	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1309.0","main.cluster index_upperinput":"1309.0"}	This Node is a Singleton	N/A	N/A	N/A	7.9000	7.9000	0	N/A	N/A	0	0	1309	-1	0	-273.1490	-1	275.1490	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1310.0","main.cluster index_upperinput":"1310.0"}	This Node is a Singleton	InChI=1S/C15H14O5/c16-9-3-1-8(2-4-9)15-13(19)7-11-12(18)5-10(17)6-14(11)20-15/h1-6,13,15-19H,7H2/t13-,15+/m0/s1	afzelechin	0.834325	7.8000	7.8000	0	N/A	CCMSLIB00004718371	0	0	1310	-1	0	-271.0750	-1	273.0750	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1311.0","main.cluster index_upperinput":"1311.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4000	3.4000	0	N/A	N/A	0	0	1311	-1	0	-205.0780	-1	207.0780	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1312.0","main.cluster index_upperinput":"1312.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	15.9000	15.9000	0	N/A	N/A	0	0	1312	55	0	-605.0730	-1	607.0730	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1313.0","main.cluster index_upperinput":"1313.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	24.0000	24.0000	0	N/A	N/A	0	0	1313	15	0	-1125.5220	-1	1127.5220	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1314.0","main.cluster index_upperinput":"1314.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=d03b0a885a254d37bd6a61b74d1f30c6&show=true	N/A	N/A	N/A	26.4000	26.4000	0	N/A	N/A	0	0	1314	57	0	-1598.7900	-1	1600.7900	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1315.0","main.cluster index_upperinput":"1315.0"}	This Node is a Singleton	N/A	N/A	N/A	8.8000	8.8000	0	N/A	N/A	0	0	1315	-1	0	165.0170	0	165.0170	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1316.0","main.cluster index_upperinput":"1316.0"}	This Node is a Singleton	N/A	N/A	N/A	11.0000	11.0000	0	N/A	N/A	0	0	1316	-1	0	-314.0220	-1	316.0220	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1317.0","main.cluster index_upperinput":"1317.0"}	This Node is a Singleton	N/A	N/A	N/A	20.0000	20.0000	0	N/A	N/A	0	0	1317	-1	0	1009.4820	0	1009.4820	0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d03b0a885a254d37bd6a61b74d1f30c6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1318.0","main.cluster index_upperinput":"1318.0"}	This Node is a Singleton	N/A	N/A	N/A	23.6000	23.6000	0	N/A	N/A	0	0	1318	-1	0	1095.5010	0	1095.5010	0
